2939, 81910
2951, 83332
2951, 83724
2951, 83772
2901, 82888
2850, 81365
2830, 80857
2907, 83746
2818, 81851
2818, 81651
2818, 81675
2818, 81682
2818, 81730
2828, 82433
2828, 82053
2828, 81941
2828, 81850
2814, 80862
2814, 79873
2814, 79813
2814, 79813
2844, 80219
2869, 80659
2930, 81191
2930, 80919
2852, 79275
2905, 79127
2912, 79211
2890, 78908
2890, 79448
2875, 79467
2875, 79546
2875, 79838
2868, 79738
2922, 80054
2937, 80385
2996, 81254
3002, 81686
2912, 78870
2951, 79947
2918, 79539
2918, 79661
2918, 79133
2963, 80018
2950, 80209
2929, 79336
2859, 76925
2879, 77761
2822, 76638
2829, 75147
2829, 75549
2856, 78600
2856, 78607
2856, 78508
2856, 78094
2856, 78622
2936, 78204
2922, 78122
2989, 76523
2989, 76541
3014, 78443
3046, 78617
3049, 78508
3049, 78826
3049, 79626
3015, 79348
3078, 79573
3072, 79721
3072, 79976
3072, 80164
3037, 79792
2957, 78788
2957, 78788
2846, 76338
2879, 74883
2833, 74738
2814, 74453
2814, 74043
2829, 74970
2816, 74373
2816, 73838
2832, 74296
2816, 73317
2816, 73784
2816, 73924
2873, 74352
2867, 74508
2834, 73372
2837, 74887
2837, 74785
2837, 74431
2859, 75545
2831, 76217
2806, 75799
2771, 76303
2869, 78082
2869, 78033
2863, 78117
2904, 77821
2960, 77805
2976, 78857
2976, 78563
3009, 80943
3025, 79170
3106, 79376
3079, 78212
3102, 78570
2993, 80393
3012, 79188
3012, 77102
2926, 75313
2926, 75128
2921, 74798
2921, 77594
2921, 78300
2921, 79664
2960, 80166
2960, 79714
2887, 79469
2887, 79181
2887, 78193
2972, 79118
2970, 81609
2951, 80035
2951, 79824
2834, 80097
2834, 80124
2834, 80068
2868, 81989
2985, 83990
2968, 83372
2931, 82286
3007, 83219
3024, 83907
3024, 83549
2989, 81731
2989, 81670
2914, 79532
2918, 80004
2918, 80574
2918, 80979
2918, 80784
2918, 80448
2918, 80112
2853, 77440
2846, 77937
2846, 78039
2790, 78644
2822, 77059
