2828, 77319
2821, 77926
2836, 77747
2898, 81076
2898, 80649
2898, 78831
2898, 79003
2898, 79438
2898, 79194
2898, 79225
2898, 78641
2898, 78681
2898, 78858
2983, 80368
2978, 79908
3009, 80151
3113, 82737
3191, 84853
3191, 84973
3260, 87516
3171, 85036
3171, 85063
3165, 85022
3213, 85682
3292, 87518
3292, 87518
3308, 90403
3257, 88577
3257, 88601
3242, 89934
3275, 91181
3214, 89193
3138, 86188
3153, 86029
3078, 84652
3078, 84575
3106, 86283
3106, 85683
3036, 85293
3089, 86745
3090, 86448
3110, 85693
3045, 83752
3045, 84038
3045, 83862
3055, 82636
3013, 80769
2994, 80693
2964, 80261
2964, 81101
2957, 81191
2957, 81200
2981, 81905
3001, 82059
2974, 81546
2952, 80385
2842, 77909
2842, 77901
2842, 78181
2842, 78028
2860, 79010
2860, 78504
2851, 78657
2930, 78797
2885, 77357
2805, 76872
2773, 75211
2846, 77851
2843, 77754
2714, 75619
2711, 75289
2751, 75278
2746, 74744
2702, 74364
2697, 74595
2697, 74465
2718, 75515
2718, 75331
2798, 76862
2775, 76478
2775, 76412
2764, 76423
2764, 76423
2764, 76403
2900, 76251
2900, 76447
2958, 77327
3003, 78573
2963, 79887
2963, 79824
2922, 77919
2897, 77479
2897, 77513
2897, 77269
2863, 78158
2863, 78012
2903, 78980
2906, 77686
2874, 77408
2982, 79931
2982, 79726
2898, 78287
2881, 77999
2818, 76925
2818, 76151
2874, 77354
2917, 76474
2943, 76990
2901, 75797
2901, 76510
2901, 77450
2931, 77573
2900, 75621
2945, 76071
2956, 77218
2950, 77146
2950, 77138
2939, 76612
2923, 76106
2878, 74877
2878, 74859
2878, 75617
2878, 75679
2894, 76162
2943, 77085
3037, 78886
3037, 78880
3037, 78798
3007, 78314
3007, 78150
3007, 77503
3075, 79480
3031, 78434
2977, 77695
2977, 77685
2990, 78119
2990, 77935
2984, 76495
2928, 75232
2976, 77013
2933, 76634
3027, 76737
3059, 77314
2980, 76480
3013, 76901
3010, 76503
3010, 76503
2991, 75222
2999, 75743
2999, 75743
2952, 76367
2961, 75967
2921, 74435
3004, 75741
3004, 75423
2951, 76017
2963, 77217
2910, 76081
2896, 75833
2896, 75453
2873, 74625
2854, 76361
2828, 76251
2949, 77407
2949, 77397
2949, 76756
2949, 75521
2926, 76712
2957, 78123
2936, 79999
2886, 79350
2888, 81291
2888, 80433
2888, 80163
2853, 79057
2807, 76207
2872, 78100
2849, 79682
2849, 79032
2849, 78048
2802, 77437
2802, 77304
2813, 78312
2836, 78867
2825, 78452
2772, 78045
2772, 77404
2772, 77279
2772, 77397
2772, 77363
2781, 77593
2912, 77718
2912, 77718
2878, 77266
2801, 78373
2852, 79022
2770, 78359
2756, 78330
2838, 79292
2773, 77316
2760, 76315
2831, 78167
2831, 77807
2831, 77787
2831, 77737
2831, 77910
2831, 78338
2849, 78957
2956, 80731
2956, 80829
2906, 80391
2951, 80220
2960, 80339
2960, 80239
2919, 79750
2908, 79713
2908, 79785
2908, 80058
2884, 78800
2860, 77873
2987, 79776
2916, 79362
2916, 79284
2916, 79610
2882, 79756
2837, 76963
2872, 78086
2872, 78081
2856, 76787
2856, 76775
2913, 78474
2913, 77853
2942, 78938
2942, 78778
2929, 78228
2917, 77862
2918, 77737
2918, 77605
2918, 77390
2918, 77214
2911, 77141
2953, 78335
2971, 78219
2939, 77433
2939, 77105
2967, 77092
2958, 77111
2958, 76471
2958, 74540
2938, 73930
2874, 73460
3064, 77015
3043, 78461
3043, 78548
3088, 78616
3051, 79811
2950, 78794
3000, 78095
2981, 77838
2981, 78537
3037, 78151
3037, 78031
3037, 77691
3123, 79158
3062, 79462
3125, 80063
3125, 79766
3039, 78322
2983, 78237
2886, 76675
2871, 76424
2812, 76628
2837, 77548
2837, 77836
2850, 78269
2915, 77972
2877, 77658
2877, 77158
2887, 77264
2884, 77153
2853, 77393
2890, 77436
2862, 76986
2828, 76912
2820, 76675
2816, 75971
2787, 75636
2761, 75044
2832, 76378
2832, 75933
2836, 76541
2872, 76481
2821, 75234
2935, 76650
2940, 76904
2888, 76254
2953, 79411
2957, 79404
2957, 79138
2957, 79121
2868, 78166
2868, 78114
2795, 78617
2795, 78512
2827, 77658
2795, 78400
2795, 78134
2762, 77480
2802, 78299
2773, 79605
2773, 79501
2786, 79503
2765, 78626
2866, 79792
2866, 79259
2839, 76413
2933, 76223
2903, 77211
2787, 73556
2742, 72447
2742, 72187
2803, 73831
2744, 72669
2810, 75668
2873, 80078
2873, 79847
2852, 80201
2783, 79357
2743, 77206
2743, 77034
2855, 80184
2786, 77334
2733, 77217
2710, 76681
2788, 77702
2788, 77524
2768, 77182
2741, 76343
2804, 76859
2821, 77304
2882, 80858
2834, 81453
2834, 83491
2839, 82502
2839, 82498
2839, 82477
2825, 80086
2825, 79984
2879, 82891
2851, 81711
2851, 82300
2851, 81740
2851, 81124
2873, 80360
2860, 80181
2940, 81889
2914, 80952
2914, 80878
2963, 81333
2861, 79987
2845, 79452
2845, 81053
2801, 79812
2752, 78054
2789, 78335
3024, 81989
2970, 79906
2923, 78862
2923, 78555
2844, 77825
2829, 77598
2829, 77528
2896, 78827
2961, 77086
2935, 76102
2792, 77168
2904, 77844
3003, 80044
2953, 78292
2953, 78027
2990, 79096
3052, 81770
3077, 82135
3077, 82362
3077, 82133
3077, 82068
3022, 78761
3022, 78682
2969, 76768
2914, 73979
2930, 75852
2946, 76900
2915, 75816
2851, 75980
2828, 75344
2824, 77039
2885, 77196
2885, 77196
3059, 82283
3059, 82279
3059, 81811
2961, 78274
2935, 79956
2935, 79972
2924, 78699
2924, 77968
2958, 76914
2915, 77539
2915, 76052
2862, 77442
2857, 78543
2857, 78525
2857, 79739
2857, 78861
2851, 79125
2851, 79053
2716, 77762
2673, 77707
2673, 77667
2673, 77623
2686, 76595
2675, 76543
2681, 74140
2681, 73935
2681, 73873
2651, 73264
2651, 73138
2651, 72583
2704, 72666
2704, 72003
2768, 72359
2768, 73166
2764, 73126
2818, 75556
2818, 77124
2818, 77111
2739, 77338
2730, 77211
2730, 77093
2820, 76591
2799, 75917
2796, 76211
2767, 76766
2767, 76214
2881, 78678
2881, 79788
2881, 79338
2881, 78987
2880, 77302
2865, 77037
2866, 76548
2866, 76236
2925, 76934
2939, 76940
2966, 78298
2975, 78117
2916, 76745
2898, 76479
2900, 78139
2879, 78192
2831, 78237
2831, 78029
