2822, 77472
2808, 78119
2774, 77625
2837, 80064
2739, 76941
2739, 76506
2797, 77970
2788, 77667
2784, 77157
2814, 77385
2814, 77292
2916, 79367
2836, 78425
2836, 78386
2836, 78938
2870, 78582
2870, 79902
2833, 79086
2738, 75800
2835, 77120
2857, 76990
2857, 75608
2809, 76749
2809, 73291
2809, 74695
2809, 76043
2787, 75795
2798, 76359
2798, 76299
2832, 76311
2745, 74193
2745, 74017
2729, 73634
2732, 73994
2719, 74154
2719, 74556
2876, 78727
2876, 78957
2876, 79167
2876, 79177
2876, 79412
2895, 81572
2882, 81295
2882, 80424
2901, 80799
2918, 80997
2980, 82155
2980, 82555
2920, 82583
2866, 81510
2813, 80162
2813, 79838
2813, 78911
2910, 83569
2910, 83569
2883, 82868
2883, 82668
2928, 82551
2802, 77220
2802, 77492
2802, 77466
2802, 77161
2782, 76232
2782, 76152
2802, 74300
2802, 75420
2802, 73761
2802, 73746
2867, 72426
2867, 72127
2867, 72413
2867, 74104
2867, 75322
2867, 75357
2870, 76569
2819, 75459
2836, 77399
2836, 77997
2836, 76858
2849, 76937
2837, 77141
2882, 78796
2882, 79210
2866, 78586
2866, 78370
2834, 77224
2862, 77249
2800, 76567
2827, 77090
2916, 80197
2858, 78642
2858, 79174
2827, 77534
2827, 77434
2821, 76829
2845, 76507
2845, 77109
2892, 80787
2919, 81412
3014, 83232
3051, 83841
3011, 83402
2998, 82257
2887, 79523
2907, 80117
2893, 79767
2843, 77924
2834, 77725
2834, 77731
2826, 77328
2826, 77064
2791, 77620
2896, 81897
2946, 83341
2896, 84703
2896, 84661
2896, 84659
2885, 84304
2885, 85404
2885, 85402
2832, 83866
2832, 83860
2789, 82048
2808, 81668
2848, 83432
2821, 82722
2856, 84117
2856, 83402
2856, 83034
2856, 82854
2864, 83344
2753, 79206
2753, 79640
2751, 76862
2751, 76862
2751, 76862
2792, 81362
2792, 81194
2792, 80323
2863, 84313
2863, 83530
2863, 83300
2901, 82955
2901, 82979
2863, 81937
2826, 83019
2826, 82821
2818, 82733
2882, 84050
2882, 85010
2882, 84975
2879, 84980
2879, 84875
2856, 83657
2856, 82917
2884, 84827
2884, 84603
2884, 82491
2884, 82447
2897, 82085
2870, 82004
2870, 81197
2861, 81649
2861, 81220
2861, 81180
2896, 82358
2896, 82292
2896, 82292
2896, 82292
2835, 80186
2821, 79844
2863, 81458
2810, 79749
2810, 78264
2810, 78634
2784, 79926
2784, 79461
2818, 79517
2881, 79170
2881, 79074
2881, 78411
2881, 78921
2881, 79355
2881, 79205
2881, 79209
2854, 77079
2854, 76959
2923, 79436
2855, 76975
2770, 76008
2807, 77274
2844, 78818
2857, 79874
2806, 78784
2806, 79218
2835, 77606
2806, 77371
2936, 81017
2936, 80931
2936, 80873
2936, 80878
2936, 80993
2980, 80462
2980, 80878
2980, 81842
2962, 81981
2962, 82399
2882, 80767
2865, 80868
2865, 80842
2936, 82407
2936, 82489
2945, 83841
2945, 83832
2903, 82559
2890, 82354
2866, 78961
2933, 82218
2913, 81573
2913, 81899
2913, 81824
2893, 81320
3065, 84046
3028, 83584
2943, 82195
2943, 82896
2943, 82970
2943, 82928
2943, 82715
2914, 81290
2914, 79646
2914, 79136
2914, 78939
2899, 81476
2887, 80744
2913, 81149
2913, 81094
2913, 81074
2913, 81134
2904, 81111
2921, 81267
2921, 81278
2847, 79016
2813, 79175
2809, 78251
2845, 78969
2845, 78921
2863, 78951
2900, 79224
2957, 80087
2957, 80257
2988, 81741
2974, 82172
2974, 81974
2960, 81516
2863, 80328
3007, 83299
2943, 81531
2890, 79011
2890, 78976
2927, 79133
2932, 79150
2925, 79105
2972, 80077
3090, 81677
2976, 79991
3020, 81758
3079, 83941
3026, 82164
2969, 81866
2969, 81460
2969, 80964
2984, 81930
2944, 81484
